[2026-05-14 02:00:00.184] [37016433] [INFO] [L3701643319T20260514020000183R16035] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405636413701085600047965C9BDB6AB370100011651202604012036040110200100000000000000000004C2B34242383336313500000000040B00176B080C08660007760008C50010BD024C56424A334A3056375345303434353636B8A3CCEFC5C6424A3130343545564A41FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFFC7676C9BDB6AB370100011751370125052361000538362026040120360401C2B34242383336313500000000040BAA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FF0000104900AA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FFC9BDB6AB370100011751370125052361000538360001001328001049000A018092000000000013280A001049D3319D176F137BB5000000220000002200017786951999220101000000000000000000290B
[2026-05-14 02:40:47.909] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|车辆交易数据处理] |95车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [OBU信息|系统信息] |收到OBU信息，标签号：224B2327；OBU序列号：3701024424614072；启用时间：20250531；到期时间：20350531；发行方：山东37010001；OBU状态：00100000
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁VP9930；车牌颜色：1；车型：14；车辆用户类型：0；核载质量：16870；整备质量：14000；车辆总重：31000；核载人数：2
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [OBU信息|EF04信息] |EF04中0019：AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FF  交易标识：AA2900；通行路网号：3701；通行收费站：8E11；通行车道：02；通行时间：2026-05-14 01:59:22；通行车型：14；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:38:23；车牌号：鲁VP9930；车牌颜色：1；货车轴数：4；货车总重：22280；车辆状态标识：FF 
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [OBU信息|EF04信息] |EF04中0015：C9BDB6AB37010001174037012304232168249082  发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2304232168249082；车辆用户类型：0；通行省份个数：1；累计应收金额：10357；累计实收金额：8803；累计交易成功次数：6；累计里程：54405；无卡次数：0；本省应收金额：10357；本省实收金额：8803；本省交易成功次数：6；
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [ETC卡信息|0002] |卡内余额：4192853957
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [ETC卡信息|0015] |发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2304232168249082；启用时间：20250531；到期时间：20350531；用户类型：0；车牌号：鲁VP9930；车牌颜色：1；车型：14
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [ETC卡信息|0019] |通行路网号：3701；通行收费站：8E11；通行车道：02；通行时间：2026-05-14 01:59:22；通行车型：14；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:38:23；车牌号：鲁VP9930；车牌颜色：1；货车轴数：4；货车总重：22280；车辆状态标识：FF 
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁VP9930开始进行校验
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：6；本站HEX：37016433；上次通行状态：01；上次通行站HEX：37018E11； 非重复交易
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2025-05-31 00:00:00；结束日期：2035-05-31 00:00:00；在有效期内
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询车型是否合规 车型：14；合规
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：山东；发行方有效
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3701；标签号：3701024424614072；卡号：2304232168249082；车牌号：鲁VP9930；车牌颜色：1
[2026-05-14 02:40:47.910] [37016433] [INFO] [L370164335FT20260514024047909R26537] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_370164335F_20260514024047910.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089955","info":[{"cardId":"37012304232168249082","obuId":"3701024424614072","queryType":1},{"vehicleId":"鲁VP9930_1","queryType":2},{"cardId":"37012304232168249082","vehicleId":"鲁VP9930_1","queryType":3},{"vehicleId":"鲁VP9930_1","queryType":4},{"vehicleId":"鲁VP9930_1","queryType":5},{"vehicleId":"鲁VP9930_1","queryType":6},{"laneType":6,"vehicleId":"鲁VP9930_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:40:47"}
[2026-05-14 02:40:47.920] [37016433] [INFO] [L370164335FT20260514024047909R26537] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_370164335F_20260514024047914.json","bizContent":"{\"receiveTime\":\"2026-05-14T02:40:47.914\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"370164335F2026051402089955\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:40:47.920] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |判断是否允许交易货车 车型：14；货车ETC,不允通行
[2026-05-14 02:40:47.920] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|有效性判断] |鲁VP9930_1校验结束---
[2026-05-14 02:40:47.921] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁VP9930验证失败，拒绝交易
[2026-05-14 02:40:47.921] [37016433] [ERROR] [L370164335FT20260514024047909R26537] [3701024424614072] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/StationTransData]：{"discountfee":null,"enTollStationName":null,"fee":null,"feeVehicleId":"鲁VP9930_1","feeVehicleType":14,"isEtcFlag":1,"msgId":"370164335F2026051402089957","payFee":null,"payType":"5","sendTime":"2026-05-14T02:40:47","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"370164335F","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:40:47"}
[2026-05-14 02:40:47.922] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/StationTransData】：QKAX4A4AAKrPsY8wIqVM0bdJhHWzVosSfWiJa8Bh0W/JI8LM7PvKRhIzPgQZloJmckRvoieXyV+gclf833PSZ/G6XB43SX80oTU88fGbyKW7FzFaDKTgk2yVtX2kvqaxC6pZEA7epYvywxURvbgrPZ04JC1MsY7Ha0RfNBNQYP9tCwsYT+b6msyf7l8Ngs+G103EUzlL7iotqzPNyQ+nJ7bYAGM+ekXthkniFDdSvkSMPLWCOpkPSjR1majw2OzH71L+RTKK2mox9fuVmgEjtMaPMIJCjaMHfpVHqj1eSnsgptcP+/dD+w4RzVDg+/8/qm1rzJ7LuWO7bEN9ciZatkpfCFXzGDQTpBoqNiy4qKiEoKn/Cx7tSWjw+vSQj4RhORhPlP5UNk4fAZLOTQaJB6m+zNsJFqc/BjmFv0ABiP52tVJ3PtkBSvuNuBkw0Wm6AhHwVOCy3CBJu37m3kTnTjmXcC5RiAbRQ+Vbe9nuDon17KBhIeVo+ZY7zQq8NitDEHKiLlCTGkVOMBQOVRJJcg==
[2026-05-14 02:40:47.922] [37016433] [ERROR] [L370164335FT20260514024047909R26537] [3701024424614072] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/RampTransData]：{"OBUSN":"3701024424614072","RsuId":"3","bnErrCause":"","discountfee":null,"enTollStationName":null,"fee":null,"feeVehicleId":"鲁VP9930_1","feeVehicleType":14,"isEtcFlag":1,"msgId":"370164335F2026051402089958","payFee":null,"sendTime":"2026-05-14T02:40:47","spare1":null,"spare2":null,"spare3":null,"stationHex":"37016433","tollLaneHex":"370164335F","transStatus":1,"transTime":"2026-05-14T02:40:47"}
[2026-05-14 02:40:47.922] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/RampTransData】：iEOp4AIa+0MG+oyQjiz1krPmRgGshtT+rPKyQQ+P9IfDyQHvyUrp200J3TqUiS/wlOV1woSjKxDafmkP6ADFUWw9ISbL5rjnpwRzuTIRekR3N2nF89faIqUJwEVAOC9sMyMa4dUQdW5UKGQO9sfoUn/1xO/+t+HvKmuSeAuADtDL/zvpPBWuU37Qjt+4vf90PLF1bYoC3G2CbhlO1T73pc4Risju/WHh9uCdQHGZmiI7LLGZW2rJpHxnzCXhigXzi7/LUsK70xR2t8eSJjq87cycyhZP3kMVjjyfi/ttLymTvVl7JiGqEOQO97yw/ssyUQYph7YKA3+TKOMxNERPG4yiVR2YBdCnAkY1YgqHQ7m+lMd6R/uRLifUHjFJ0jJHblO4eVRsnbhm0G8vX3Ug3982xkWDA9xgBytcyTafAnPqKkh4M4JCB4wXb9eh/8NnL4kNOnYXcBXMIkkdfjedpcrlTokSrrg0kc0HCwUlffcgYK2sMmR4q2aptQLCuV4qE6ET8ryUO544y0yabrvIJsl8TNLLn+dtSEfCndKHB6Exywx2YwpxT3RwlulUZnow
[2026-05-14 02:40:47.922] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/TransShare】：{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2304232168249082","cardNetId":"3701","cardType":"23","desc":"货车不允通行","deviceType":3,"enTime":"2026-05-14T01:59:22","enTollStationHex":"37018E11","enTollStationId":null,"enTollStationName":null,"enWeight":22280,"exWeight":null,"exitFeeType":0,"fee":0,"feeAxleCount":4,"feeVehicleId":"鲁VP9930_1","feeVehicleType":14,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089956","obuEF01Axle":null,"obuEf04":"AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FFC9BDB6AB370100011740370123042321682490820001002875002263000600D4850000000000287506002263184D412777551530","obuId":"3701024424614072","obuMac":"224B2327","obuVehicleType":14,"option":0,"overRate":null,"overWeight":null,"passId":"013701230423216824908220260514015922","payFee":0,"permittedWeight":0,"provinceCount":1,"redisKey":null,"remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:40:47","shiftStartTime":1778666547000,"spare1":"1","spare2":"0","spare3":"货车不允通行","spare4":null,"specialType":"|309","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:40:47","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"95","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:40:47.922] [37016433] [INFO] [L370164335FT20260514024047909R26537] [数据交互|发送设备控制服务数据] |95车道发送指令到外设控制服务:FFFF000700000137E1010000370164335F0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224B2327370102442461407200000000C2B356503939333000000000010E00040041E6005708011700000000000000000000000020260514024047000000000000AA2900370164335F6A04C5AF0E043D730B6A04C5AFC2B3565039393330000000000104FFFFFFFF000000005F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002013500000200633617
[2026-05-14 02:40:47.922] [37016433] [INFO] [L370164335FT20260514024047909R26537] [224B2327] [处理流程|车辆交易数据处理] |95车道匝道出口交易--车辆鲁VP9930交易受理流程结束-失败原因：货车不允通行
[2026-05-14 02:40:47.923] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/370164335F/Push/TransShare】,QOS 【0】, 内容:{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2304232168249082","cardNetId":"3701","cardType":"23","desc":"货车不允通行","deviceType":3,"enTime":"2026-05-14T01:59:22","enTollStationHex":"37018E11","enTollStationId":null,"enTollStationName":null,"enWeight":22280,"exWeight":null,"exitFeeType":0,"fee":0,"feeAxleCount":4,"feeVehicleId":"鲁VP9930_1","feeVehicleType":14,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089956","obuEF01Axle":null,"obuEf04":"AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FFC9BDB6AB370100011740370123042321682490820001002875002263000600D4850000000000287506002263184D412777551530","obuId":"3701024424614072","obuMac":"224B2327","obuVehicleType":14,"option":0,"overRate":null,"overWeight":null,"passId":"013701230423216824908220260514015922","payFee":0,"permittedWeight":0,"provinceCount":1,"redisKey":null,"remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:40:47","shiftStartTime":1778666547000,"spare1":"1","spare2":"0","spare3":"货车不允通行","spare4":null,"specialType":"|309","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":null,"transStatus":1,"transTime":"2026-05-14T02:40:47","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"95","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:40:47.924] [37016433] [INFO] [L370164335FT20260514024047924R26538] [ ] [处理流程|车辆交易数据处理] |370164335F车道保存匝道鲁VP9930_1ETC交易结果共享数据成功!
[2026-05-14 02:40:51.478] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/370164335F/Push/DevInfo/Vlpr】,QOS 【0】, 内容:{"faceFeatureCode":"0000","msgId":"370164335F2026051402080339","picFlag":2,"picId":"G0015370050030202095020260514020005","picTime":"2026-05-14T02:35:51","plateColor":9,"plateNum":"","pushTime":"2026-05-14T02:40:51","reliability":0,"vehFeatureCode":"0000","vehicleColor":1,"vehicleModel":"0000","vehicleSpeed":0,"vprNo":null}
[2026-05-14 02:41:14.889] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Push/DevInfo/Axle】,QOS 【0】, 内容:{"axleFlag":1,"axleNum":"20260514020001","axleTime":"2026-05-14T02:02:32","dangerousGoods":0,"faceFeatureCode":"0000","identifyType":"14","msgId":"37016433192026051402287048","picId":null,"plateColor":1,"plateNum":"鲁VP9930","pushTime":"2026-05-14T02:41:14","reliability":100,"vehFeatureCode":"0000","vehicleAxleCount":4,"vehicleAxleInfo":"000115","vehicleColor":0,"vehicleHeigth":3730,"vehicleLength":14157,"vehicleModel":"0000","vehicleSpecial":0,"vehicleSpeed":17,"vehicleWheelBase":"9204","vehicleWidth":2440}
[2026-05-14 02:41:17.834] [37016433] [INFO] [L3701643319T20260514024117834R26664] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF008000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224B23273701024424614072C9BDB6AB370100011640202505312035053110200100000000000000000000C2B35650393933300000000000010E002EE00A280F960041E60036B000791802000000000000000015BDF79EC76D068379000000000000000000AFC0540075C353FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000F9E9DFC5C9BDB6AB370100011740370123042321682490822025053120350531C2B35650393933300000000000010EAA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FF0000226300AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FFC9BDB6AB370100011740370123042321682490820001002875002263000600D4850000000000287506002263184D4127775515300000002200000022000177869767768001010000000000000000002905
[2026-05-14 02:41:17.835] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:41:17.836] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [OBU信息|系统信息] |收到OBU信息，标签号：224B2327；OBU序列号：3701024424614072；启用时间：20250531；到期时间：20350531；发行方：山东37010001；OBU状态：00100000
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁VP9930；车牌颜色：1；车型：14；车辆用户类型：0；核载质量：16870；整备质量：14000；车辆总重：31000；核载人数：2
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [OBU信息|EF04信息] |EF04中0019：AA290037018E11026A04BBFA0E013D730A6A04C51FC2B3565039393330000000000104005708FF  交易标识：AA2900；通行路网号：3701；通行收费站：8E11；通行车道：02；通行时间：2026-05-14 01:59:22；通行车型：14；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:38:23；车牌号：鲁VP9930；车牌颜色：1；货车轴数：4；货车总重：22280；车辆状态标识：FF 
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [OBU信息|EF04信息] |EF04中0015：C9BDB6AB37010001174037012304232168249082  发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2304232168249082；车辆用户类型：0；通行省份个数：1；累计应收金额：10357；累计实收金额：8803；累计交易成功次数：6；累计里程：54405；无卡次数：0；本省应收金额：10357；本省实收金额：8803；本省交易成功次数：6；
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [ETC卡信息|0002] |卡内余额：4192853957
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [ETC卡信息|0015] |发行方：山东37010001；卡片类型：23；卡片版本：40；卡片网络号：3701；卡号：2304232168249082；启用时间：20250531；到期时间：20350531；用户类型：0；车牌号：鲁VP9930；车牌颜色：1；车型：14
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [ETC卡信息|0019] |通行路网号：3701；通行收费站：8E11；通行车道：02；通行时间：2026-05-14 01:59:22；通行车型：14；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:38:23；车牌号：鲁VP9930；车牌颜色：1；货车轴数：4；货车总重：22280；车辆状态标识：FF 
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|车辆交易数据处理] |25车道MTC出口交易受理--车辆鲁VP9930开始进行校验
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：8；本站HEX：37016433；上次通行状态：01；上次通行站HEX：37018E11； 非重复交易
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2025-05-31 00:00:00；结束日期：2035-05-31 00:00:00；在有效期内
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询车型是否合规 车型：14；合规
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：山东；发行方有效
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3701；标签号：3701024424614072；卡号：2304232168249082；车牌号：鲁VP9930；车牌颜色：1
[2026-05-14 02:41:17.837] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_3701643319_20260514024117837.json","sign":"NONE","bizContent":{"msgId":"37016433192026051402089960","info":[{"cardId":"37012304232168249082","obuId":"3701024424614072","queryType":1},{"vehicleId":"鲁VP9930_1","queryType":2},{"cardId":"37012304232168249082","vehicleId":"鲁VP9930_1","queryType":3},{"vehicleId":"鲁VP9930_1","queryType":4},{"vehicleId":"鲁VP9930_1","queryType":5},{"vehicleId":"鲁VP9930_1","queryType":6},{"laneType":8,"vehicleId":"鲁VP9930_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.844] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_3701643319_20260514024117840.json","bizContent":"{\"receiveTime\":\"2026-05-14T02:41:17.840\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433192026051402089960\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.844] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡发行期是否过期 启用日期：2025-05-31 00:00:00；结束日期：2035-05-31 00:00:00；在有效期内
[2026-05-14 02:41:17.844] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡是否锁定 0019锁定标志：00；未锁定
[2026-05-14 02:41:17.844] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡类型是否合法 卡类型：23；合法
[2026-05-14 02:41:17.844] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询区域编码信息 请求：{"filename":"ISSUER_LIST_REQ_3701643319_20260514024117844.json","sign":"NONE","bizContent":{"issuerNet":"3701","msgId":"37016433192026051402089961"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|收到名单服务数据] |查询区域编码信息 响应：{"filename":"ISSUER_LIST_RES_3701643319_20260514024117846.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"issuerInfo\":[{\"issuerId\":\"3701\",\"issuerNet\":\"3701\",\"briefName\":\"山东\",\"fullName\":\"山东\",\"startTime\":\"1900-01-01T00:00:00\",\"endTime\":\"2100-01-01T00:00:00\",\"factor\":\"山东\"}],\"receiveTime\":\"2026-05-14T02:41:17.846\",\"msgId\":\"37016433192026051402089961\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询ETC卡发行方是否有效 卡网络编号：3701；在区域编码字典中，发行方有效
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询卡签车牌是否一致 标签内车牌_颜色：鲁VP9930_1；卡内车牌_颜色：鲁VP9930_1；一致
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询卡签车型是否一致 标签内车型：14；卡内车型：14；一致
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询卡签发行方是否一致 标签内发行方：山东；卡内发行方：山东；一致
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询牌识数据 根据3701643319_鲁VP9930_1未查询到牌识数据
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [224B2327] [处理流程|有效性判断] |查询车轴型数据 根据3701643319_鲁VP9930_1查询到车轴型数据：AxleInfo(picId=null, msgId=37016433192026051402287048, pushTime=2026-05-14T02:41:14, axleFlag=1, axleNum=20260514020001, axleTime=2026-05-14T02:02:32, identifyType=14, vehicleAxleInfo=000115, vehicleAxleCount=4, vehicleWheelBase=9204, vehicleLength=14157, vehicleWidth=2440, vehicleHeigth=3730, dangerousGoods=0, vehicleSpecial=0, plateNum=鲁VP9930, plateColor=1, vehicleSpeed=17, vehicleModel=0000, vehicleColor=0, reliability=100, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 02:41:17.847] [37016433] [INFO] [L3701643319T20260514024117834R26665] [数据交互|发送名单服务数据] |查询称重信息 请求：{"filename":"ENREFUSE_LIST_REQ_3701643319_20260514024117847.json","sign":"NONE","bizContent":{"msgId":"37016433192026051402089962","laneFlag":2,"vehicleId":"鲁VP9930_1"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:41:17"}
