[2026-05-14 00:00:02.559] [37016433] [INFO] [L3701643351T20260514000002559R85805] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514000002559.json","sign":"NONE","bizContent":{"msgId":"37016433512026051400088851","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:00:02"}
[2026-05-14 00:44:22.212] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 00:44:22.213] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643302_20260514004422213.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089094","hex":"37016433","type":1},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.215] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_3701643302_20260514004422215.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"3701643301\",\"tollLaneId\":\"G00153700500301010010\",\"receiveTime\":\"2026-05-14T00:44:22.215\",\"msgId\":\"37016433022026051400089094\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:22.215] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [OBU信息|系统信息] |收到OBU信息，标签号：3DFE43D7；OBU序列号：3301082505033142；启用时间：20250924；到期时间：20350924；发行方：浙江33010001；OBU状态：00100000
[2026-05-14 00:44:22.215] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：皖M6F039；车牌颜色：1；车型：13；车辆用户类型：27；核载质量：40000；整备质量：8800；车辆总重：16777215；核载人数：3
[2026-05-14 00:44:22.215] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [ETC卡信息|0002] |卡内余额：1985666009
[2026-05-14 00:44:22.215] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [ETC卡信息|0015] |发行方：浙江33010001；卡片类型：23；卡片版本：41；卡片网络号：3301；卡号：2505230208000533；启用时间：20250924；到期时间：20350924；用户类型：27；车牌号：皖M6F039；车牌颜色：1；车型：13
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [ETC卡信息|0019] |通行路网号：3701；通行收费站：2C11；通行车道：16；通行时间：2026-05-13 05:35:18；通行车型：16；通行状态：04；通行门架编号：3D470D；通行门架时间：2026-05-13 05:35:18；车牌号：皖M6F039；车牌颜色：1；货车轴数：6；货车总重：45920；车辆状态标识：FF 
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039开始进行校验
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询车辆是否重复交易 本车道类型：7；本站HEX：37016433；上次通行状态：04；上次通行站HEX：37012C11； 非重复交易
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询标签是否插卡 OBU卡存在状态位：0；卡存在
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询标签是否低电量 OBU电池状态位位：0；电池正常
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询标签是否锁定 OBU锁定状态位：0；未锁定
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询OBU发行期是否过期 启用日期：2025-09-24 00:00:00；结束日期：2035-09-24 00:00:00；在有效期内
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询车型是否合规 车型：13；合规
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询OBU发行方是否有效 发行方省份：浙江；发行方有效
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |判断是否为特殊车种 0015内车辆用户类型：27，ef01内车辆用户类型：27；该车辆为牵引拖挂车
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询车辆状态名单 网络编号:3301；标签号：3301082505033142；卡号：2505230208000533；车牌号：皖M6F039；车牌颜色：1
[2026-05-14 00:44:22.216] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送名单服务数据] |查询全国名单服务信息 请求：{"filename":"BASIC_LIST_QUERY_REQ_3701643302_20260514004422216.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089096","info":[{"cardId":"33012505230208000533","obuId":"3301082505033142","queryType":1},{"vehicleId":"皖M6F039_1","queryType":2},{"cardId":"33012505230208000533","vehicleId":"皖M6F039_1","queryType":3},{"vehicleId":"皖M6F039_1","queryType":4},{"vehicleId":"皖M6F039_1","queryType":5},{"vehicleId":"皖M6F039_1","queryType":6},{"laneType":7,"vehicleId":"皖M6F039_1","queryType":7}]},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.222] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到名单服务数据] |查询全国名单服务信息 响应：{"filename":"BASIC_LIST_QUERY_RES_3701643302_20260514004422218.json","bizContent":"{\"receiveTime\":\"2026-05-14T00:44:22.218\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433022026051400089096\",\"info\":[{\"queryType\":1,\"status\":0},{\"queryType\":2,\"status\":0},{\"queryType\":3,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:22.223] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡发行期是否过期 启用日期：2025-09-24 00:00:00；结束日期：2035-09-24 00:00:00；在有效期内
[2026-05-14 00:44:22.223] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡类型是否合法 卡类型：23；合法
[2026-05-14 00:44:22.223] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送名单服务数据] |查询区域编码信息 请求：{"filename":"ISSUER_LIST_REQ_3701643302_20260514004422223.json","sign":"NONE","bizContent":{"issuerNet":"3301","msgId":"37016433022026051400089097"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到名单服务数据] |查询区域编码信息 响应：{"filename":"ISSUER_LIST_RES_3701643302_20260514004422225.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"issuerInfo\":[{\"issuerId\":\"3301\",\"issuerNet\":\"3301\",\"briefName\":\"浙江\",\"fullName\":\"浙江\",\"startTime\":\"1900-01-01T00:00:00\",\"endTime\":\"2100-01-01T00:00:00\",\"factor\":\"浙江\"}],\"receiveTime\":\"2026-05-14T00:44:22.225\",\"msgId\":\"37016433022026051400089097\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询ETC卡发行方是否有效 卡网络编号：3301；在区域编码字典中，发行方有效
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询卡签车牌是否一致 标签内车牌_颜色：皖M6F039_1；卡内车牌_颜色：皖M6F039_1；一致
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询卡签车型是否一致 标签内车型：13；卡内车型：13；一致
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询卡签发行方是否一致 标签内发行方：浙江；卡内发行方：浙江；一致
[2026-05-14 00:44:22.225] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询牌识数据 根据3701643302_皖M6F039_1查询到牌识数据：VlprInfo(msgId=37016433022026051400296023, pushTime=2026-05-14T00:44:18, picFlag=1, vprNo=null, picId=G0015370050030101002020260514000006, picTime=2026-05-14T00:44:16, plateNum=皖M6F039, plateColor=1, vehicleSpeed=0, vehicleModel=0000, vehicleColor=0, reliability=96, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 00:44:22.226] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询车轴型数据 根据3701643302_皖M6F039_1查询到车轴型数据：AxleInfo(picId=null, msgId=37016433022026051400296025, pushTime=2026-05-14T00:44:19, axleFlag=1, axleNum=20260514000002, axleTime=2026-05-14T00:01:12, identifyType=16, vehicleAxleInfo=000157, vehicleAxleCount=6, vehicleWheelBase=2720, vehicleLength=17470, vehicleWidth=2470, vehicleHeigth=3959, dangerousGoods=0, vehicleSpecial=0, plateNum=皖M6F039, plateColor=1, vehicleSpeed=10, vehicleModel=0000, vehicleColor=0, reliability=100, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 00:44:22.226] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送名单服务数据] |查询称重信息 请求：{"filename":"ENREFUSE_LIST_REQ_3701643302_20260514004422226.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089098","laneFlag":1,"vehicleId":"皖M6F039_1"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.228] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_3701643302_20260514004422227.json","bizContent":"{\"enWeightData\":[{\"axleCount\":6,\"axleType\":\"157\",\"bulkCertNo\":\"\",\"bulkOrderHeight\":0,\"bulkOrderLength\":0,\"bulkOrderWeight\":0,\"bulkOrderWidth\":0,\"checkTime\":\"2026-05-14T00:44:06\",\"dataId\":\"473030313533373030353030333032303030303030303030313437303739\",\"enWeightSource\":0,\"height\":4310,\"imageUrl\":\"\",\"isAllowPass\":1,\"isBulkVehicle\":2,\"length\":16420,\"limitWeight\":49000,\"limitedHeight\":0,\"limitedLength\":0,\"limitedWidth\":0,\"overLimitType\":1,\"overRate\":0.98,\"overWeight\":480,\"speed\":8,\"vehicleId\":\"皖M6F039_1\",\"vehicleType\":0,\"wasteId\":\"473030313533373030353030333032303030303030303030313437303739\",\"weight\":49480,\"weightInfo\":\"皖M6F039|1|0|6|Thu May 14 00:44:06 GMT+08:00 2026|49480|49000|480|0.01||1|473030313533373030353030333032303030303030303030313437303739|2|||16420|2900|4310|||\",\"width\":2900}],\"result\":0,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"receiveTime\":\"2026-05-14T00:44:22.227\",\"msgId\":\"37016433022026051400089098\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:22.229] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |查询治超系统称重数据 查询到皖M6F039_1的称重信息：WeightData(vehicleId=皖M6F039_1, checkTime=2026-05-14T00:44:06, vehicleType=0, axleCount=6, axleType=157, weight=49480, enWeightSource=0, limitWeight=49000, overWeight=480, overRate=0.98, isBulkVehicle=2, isAllowPass=1, imageUrl=, dataId=473030313533373030353030333032303030303030303030313437303739, length=16420, width=2900, height=4310, bulkCertNo=, weightInfo=皖M6F039|1|0|6|Thu May 14 00:44:06 GMT+08:00 2026|49480|49000|480|0.01||1|473030313533373030353030333032303030303030303030313437303739|2|||16420|2900|4310|||, bulkOrderWeight=0, bulkOrderLength=0, bulkOrderWidth=0, bulkOrderHeight=0, limitedLength=0, limitedWidth=0, limitedHeight=0, overLimitType=1, speed=8, wasteId=473030313533373030353030333032303030303030303030313437303739)
[2026-05-14 00:44:22.229] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |比对牌识信息和OBU内车牌信息是否一致 牌识信息内车牌_颜色：皖M6F039_1；OBU内车牌_颜色：皖M6F039_1；一致
[2026-05-14 00:44:22.229] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |比对车型识别数据与称重数据的车型、轴数是否一致 车型识别设备中的车型_轴数为：16_6；称重数据中的车型_轴数为：0_6；不一致，仅记录特情
[2026-05-14 00:44:22.229] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |比对车型识别数据和OBU发行信息中的车型_轴数是否一致 车型识别数据中的车型_轴数为：16_6；OBU发行信息中的车型_轴数为：13_3；不一致，仅记录特情
[2026-05-14 00:44:22.229] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_3701643302_20260514004422229.json","sign":"NONE","bizContent":{"msgId":"37016433022026051400089099"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.232] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_3701643302_20260514004422230.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051101_2026-05-11T12:00:01\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"37016433022026051400089099\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70514003_2026-05-14T00:30:02\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260513_2026-05-13T01:00:46\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70514009_2026-05-14T00:40:01\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051403_2026-05-14T00:30:01\",\"emergencyAppointVersion\":\"26051403_2026-05-14T00:30:01\",\"receiveTime\":\"2026-05-14 00:44:22.230\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051365_2026-05-13T16:00:01\",\"greenTrafficVersion\":\"26051403_2026-05-14T00:30:01\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:44:22.232] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|有效性判断] |皖M6F039_1校验结束---
[2026-05-14 00:44:22.232] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--校验通过，车辆皖M6F039开始进行计费
[2026-05-14 00:44:22.232] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送计费服务数据] |调用入口计费服务 请求：{"filename":"BASIC_FEE_ENCALC_REQ_3701643302_20260514004422232.json","auth":"cvicse","bizContent":{"cPUCardId":"2505230208000533","cPUNetID":"3301","cPUVersion":41,"cPUcardType":23,"curPassTime":"2026-05-14T00:44:22","curTollGantry":"G001537005000910010","enAxleCount":6,"enTollStationHex":"37016433","enVehicleType":13,"feeSumLocal":0,"issuerId":"330101","laneType":3,"mediaType":1,"msgId":"37016433022026051400089095","oBUSN":"3301082505033142","obuPermittedTowWeight":3,"spare4":"02","totalWeight":49480,"vehicleClass":27,"vehicleId":"皖M6F039_1","vehicleSign":255,"vehicleUserType":27},"sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.239] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|收到计费服务数据] |调用入口计费服务 响应：{"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"calCostTime\":1,\"code\":\"0\",\"codeInfo\":\"计费成功\",\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000910010|T:2026-05-14T00:44:22|ES:37016433|ET:2026-05-14T00:44:22|LG:000000|LT:2026-05-14T00:44:22|TT:1|PH:CDEE4D364630333900000000|PC:1|VT:16|EVT:13|EAC:6|TW:0|VSF:255|BH:|PSL:0|RSL:0|CN:3301|UT:27|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:27|vt:16|ac:6|ad:0|R:0,201,0=,0:0 ECODE:0x44000\",\"feeInfo2\":\"2\",\"feeInfo3\":\"3C730C\",\"feeLogMsg\":null,\"feeMileage\":0,\"feeProvSumLocal\":0,\"feeSpare1\":0,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":16,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"msgId\":\"37016433022026051400089095\",\"paramVersion\":\"3720260509002\",\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"receiveTime\":\"2026-05-14T00:44:22\",\"spcRateVersion\":\"000000\",\"tollIntervalIDs\":\"G001537005000910\"}","filename":"BASIC_FEE_ENCALC_RES_3701643302_20260514004422235.json"}
[2026-05-14 00:44:22.239] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039计费成功
[2026-05-14 00:44:22.240] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF000600000137E1000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003DFE43D7330108250503314200000000CDEE4D364630333900000000010D1B06009C4000C148001700000000000000000000000020260514004422000000000000AA290037016433026A04AA660D013C730C6A04AA66CDEE4D364630333900000000010600C148FF000000005FAA290037016433026A04AA660D013C730C6A04AA66CDEE4D364630333900000000010600C148FFD5E3BDAD330100011741330125052302080005331B0100000000000000010000000000000000000001000000000000000000000037000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000020063FDC6
[2026-05-14 00:44:22.240] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖M6F039交易受理流程结束
[2026-05-14 00:44:22.466] [37016433] [INFO] [L3701643302T20260514004422466R96983] [数据交互|收到设备控制服务数据] |02车道--外设控制服务输入信息(ETC交易结果受理E2)为FFFF007000000073E200370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003DFE43D73301082505033142CDEE4D364630333900000000012137000731E720260514004422095865EB081F7E00015B24765ADBD9000A4603F93A54
[2026-05-14 00:44:22.467] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道交易结果受理--解析交易结果受理请求成功，开始处理
[2026-05-14 00:44:22.467] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|车辆交易数据处理] |02车道皖M6F039已完成小班汇总,班次为G0015370050030101002020260513173801500303079
[2026-05-14 00:44:22.468] [37016433] [INFO] [L3701643302T20260514004422212R96982] [3DFE43D7] [处理流程|流水生成] |02车道MTC入口交易结果受理--车辆皖M6F039交易成功，生成交易成功流水
[2026-05-14 00:44:22.468] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":59,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-14 06:00:00","etcCardCnt":58,"etcFee":0,"inductCnt":117,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"02","laneStatus":"1","msgId":"37016433022026051400089100","operId":"500303079","operName":"王蓉","papCnt":0,"pushTime":"2026-05-14T00:44:22","shiftCode":6,"shiftName":"第三班","shiftTime":"2026-05-14 06:00:00","startTime":"2026-05-13 17:38:01","thirdIndemnity":0,"thirdPayFee":0,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":117,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 00:44:22.468] [37016433] [INFO] [L3701643300T20260514004422468R96985] [ ] [处理流程|流水生成] |redis入库成功--key：MTCWASTE_ENETCWORKSUM3701643302,value：{"autoSwitchDate":1778709600000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030101002020260513173801500303079","blRoad":"23","cPCCnt":59,"chargeMode":1,"checkFlag":0,"checkTime":1778665081588,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"enTollLaneHex":"3701643302","enTollStationHex":"37016433","endTime":"2026-05-14T06:00:00","etcCardCnt":58,"finishFlag":false,"gantrySerialNum":5311,"inductCnt":117,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"02","laneId":"G00153700500301010020","laneType":3,"laneTypeIdentification":7,"motorcadeFlag":false,"papCnt":0,"serialNum":19,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-13T17:38:01","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","tollCollectorId":"500303079","tollCollectorName":"王蓉","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"unSendCardCnt":null,"underGantryHex":"3C730C","underGantryId":"G001537005000910010","vCnt":117,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 00:44:22.468] [37016433] [INFO] [L3701643302T20260514004422212R96982] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF00070000004AE2000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003DFE43D733010825050331420001044AD8
[2026-05-14 00:44:22.469] [37016433] [ERROR] [L3701643302T20260514004422466R96984] [3301082505033142] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/3701643302/Push/StationTransData]：{"discountfee":null,"enTollStationName":"山东王台站","fee":null,"feeVehicleId":"皖M6F039_1","feeVehicleType":13,"isEtcFlag":1,"msgId":"37016433022026051400089102","payFee":null,"payType":null,"sendTime":"2026-05-14T00:44:22","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"3701643302","tradeId":"G001537005003010100202026051400442218","transStatus":0,"transTime":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.469] [37016433] [INFO] [L3701643302T20260514004422466R96984] [数据交互|发送名单服务数据] |入口治超数据回写, 请求内容: {"filename":"REWRITE_ENWEIGHDATA_REQ_3701643302_20260514004422469.json","auth":"cvicse","bizContent":"{\"obuUserType\":1,\"enStationName\":\"山东王台站\",\"obuLength\":16420,\"obuWidth\":2900,\"obuMaintenanceWeight\":8800,\"axleCount\":6,\"passId\":\"013301250523020800053320260514004422\",\"msgId\":\"37016433022026051400089103\",\"obuPermittedTowWeight\":3,\"obuTotalWeight\":16777215,\"enStationId\":\"500303\",\"enTollLaneId\":\"02\",\"limitWeight\":49000,\"dataId\":\"473030313533373030353030333032303030303030303030313437303739\",\"obuId\":\"3301082505033142\",\"totalWeight\":49480,\"isBulkVehicle\":2,\"vehicleId\":\"皖M6F039_1\",\"obuHeight\":4310,\"obuPermittedWeight\":40000,\"vehicleType\":13}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:44:22"}
[2026-05-14 00:44:22.469] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/TransShare】：{"axleInfo":"","axleType":"157","cardBalance":null,"cardId":"2505230208000533","cardType":"23","desc":"","deviceType":1,"enTime":"2026-05-14T00:44:22","enTollStationHex":"37016433","enTollStationId":"G0015370050030","enTollStationName":"山东王台站","enWeight":49480,"exWeight":49480,"exitFeeType":0,"fee":0,"feeAxleCount":6,"feeVehicleId":"皖M6F039_1","feeVehicleType":13,"identifyAxleCount":6,"identifyVehicleId":"皖M6F039_1","identifyVehicleType":16,"isAllowPass":1,"laneHid":2,"laneType":7,"limitWeight":49000,"mediaType":1,"msgId":"37016433022026051400089101","obuEF01Axle":null,"obuEf04":"0","obuId":"3301082505033142","obuMac":"3DFE43D7","obuVehicleType":13,"option":0,"overRate":0.98,"overWeight":null,"passId":"013301250523020800053320260514004422","payFee":0,"permittedWeight":0,"provinceCount":null,"remoteCheck":0,"rsuId":1,"sendTime":"2026-05-14T00:44:22","spare1":"1","spare2":"27","spare3":"","spare4":null,"specialType":"139|311","tollLaneHex":"3701643302","tradeId":"G001537005003010100202026051400442218","transStatus":0,"transTime":"2026-05-14T00:44:22","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":27,"weightAxleCount":6,"weightTime":"2026-05-14T00:44:06","weightVehicleType":0}
